winner,turns,win_rate
Player2,29,0.5185185185185185
Player2,22,0.5173210161662818
Player2,55,0.5161290322580645
Player1,25,0.5172413793103449
Player2,13,0.5160550458715596
Player2,40,0.5148741418764302
Player1,32,0.5159817351598174
Player1,63,0.5170842824601367
Player2,25,0.5159090909090909
Player2,24,0.5147392290249433
Player1,26,0.5158371040723982
Player2,12,0.5146726862302483
Player2,25,0.5135135135135135
Player2,22,0.5123595505617977
Player2,33,0.5112107623318386
Player2,18,0.5100671140939598
Player2,55,0.5089285714285714
Player1,115,0.5100222717149221
Player2,31,0.5088888888888888
Player2,66,0.5077605321507761
Player2,35,0.5066371681415929
Player2,62,0.5055187637969095
Player1,34,0.5066079295154186
Player1,39,0.5076923076923077
Player2,21,0.506578947368421
Player1,43,0.5076586433260394
Player1,38,0.5087336244541485
Player2,44,0.5076252723311547
Player2,111,0.5065217391304347
Player1,31,0.5075921908893709
Player2,47,0.5064935064935064
Player2,22,0.5053995680345572
Player1,120,0.5064655172413793
Player2,14,0.5053763440860215
Player2,29,0.5042918454935622
Player2,18,0.5032119914346895
Player1,30,0.5042735042735043
Player1,13,0.5053304904051172
Player1,50,0.5063829787234042
Player1,27,0.5074309978768577
Player2,13,0.5063559322033898
Player1,91,0.507399577167019
Player1,10,0.5084388185654009
Player1,75,0.5094736842105263
Player2,13,0.5084033613445378
Player1,21,0.5094339622641509
Player2,57,0.5083682008368201
Player2,40,0.5073068893528184
Player1,90,0.5083333333333333
Player1,85,0.5093555093555093
Player1,20,0.5103734439834025
Player2,64,0.5093167701863354
Player2,109,0.5082644628099173
Player1,39,0.5092783505154639
Player2,45,0.5082304526748971
Player2,36,0.5071868583162218
Player2,23,0.5061475409836066
Player1,41,0.5071574642126789
Player2,93,0.5061224489795918
Player2,84,0.505091649694501
Player2,17,0.5040650406504065
Player2,80,0.5030425963488844
Player2,25,0.5020242914979757
Player2,22,0.501010101010101
Player2,43,0.5
Player1,55,0.5010060362173038
Player1,26,0.5020080321285141
Player2,44,0.501002004008016
Player1,16,0.502
Player2,52,0.500998003992016
Player2,37,0.5
Player2,44,0.4990059642147117
Player2,31,0.498015873015873
Player2,12,0.497029702970297
Player1,22,0.4980237154150198
Player2,22,0.4970414201183432
Player1,44,0.49803149606299213
Player2,18,0.49705304518664045
Player1,26,0.4980392156862745
Player1,43,0.49902152641878667
Player2,77,0.498046875
Player2,20,0.49707602339181284
Player2,17,0.4961089494163424
Player1,25,0.4970873786407767
Player1,44,0.49806201550387597
Player2,130,0.49709864603481624
Player1,34,0.4980694980694981
Player1,27,0.49903660886319845
Player2,67,0.4980769230769231
Player1,15,0.4990403071017274
Player1,20,0.5
Player1,17,0.5009560229445507
Player1,68,0.5019083969465649
Player2,24,0.5009523809523809
Player1,32,0.5019011406844106
Player2,80,0.5009487666034156
Player1,16,0.5018939393939394
Player1,15,0.502835538752363
Player1,48,0.5037735849056604
Player2,16,0.5028248587570622
Player2,15,0.5018796992481203
Player2,14,0.50093808630394
Player2,29,0.5
Player2,142,0.49906542056074765
Player1,54,0.5
Player1,17,0.5009310986964618
Player1,14,0.5018587360594795
Player1,93,0.5027829313543599
Player2,11,0.5018518518518519
Player1,85,0.5027726432532348
Player1,34,0.503690036900369
Player1,17,0.5046040515653776
Player1,36,0.5055147058823529
Player1,141,0.5064220183486239
Player2,65,0.5054945054945055
Player1,45,0.506398537477148
Player1,20,0.5072992700729927
Player2,76,0.5063752276867031
Player2,91,0.5054545454545455
Player1,33,0.5063520871143375
Player2,15,0.5054347826086957
Player1,38,0.5063291139240507
Player2,79,0.5054151624548736
Player1,47,0.5063063063063064
Player2,47,0.5053956834532374
Player1,183,0.5062836624775583
Player2,41,0.5053763440860215
Player2,26,0.5044722719141324
Player1,18,0.5053571428571428
Player2,30,0.5044563279857398
Player2,43,0.50355871886121
Player1,31,0.5044404973357016
Player1,28,0.5053191489361702
Player1,31,0.5061946902654867
Player2,13,0.5053003533568905
Player1,19,0.5061728395061729
Player1,26,0.5070422535211268
Player2,28,0.5061511423550088
Player1,14,0.5070175438596491
Player1,33,0.5078809106830122
Player1,26,0.5087412587412588
Player2,22,0.5078534031413613
Player1,22,0.5087108013937283
Player1,15,0.5095652173913043
Player2,47,0.5086805555555556
Player1,21,0.5095320623916811
Player1,22,0.5103806228373703
Player2,30,0.5094991364421416
Player1,16,0.5103448275862069
Player2,52,0.5094664371772806
Player2,17,0.5085910652920962
Player1,45,0.5094339622641509
Player2,27,0.5085616438356164
Player1,27,0.5094017094017094
Player1,24,0.5102389078498294
Player1,71,0.5110732538330494
Player1,44,0.5119047619047619
Player1,51,0.5127334465195246
Player1,66,0.5135593220338983
Player2,48,0.5126903553299492
Player2,13,0.5118243243243243
Player2,34,0.5109612141652614
Player1,36,0.5117845117845118
Player1,75,0.5126050420168067
Player2,35,0.511744966442953
Player1,39,0.5125628140703518
Player2,75,0.5117056856187291
Player2,34,0.5108514190317195
Player2,27,0.51
Player2,18,0.5091514143094842
Player1,86,0.5099667774086378
Player1,27,0.5107794361525705
Player1,22,0.5115894039735099
Player2,20,0.5107438016528926
Player1,58,0.5115511551155115
Player1,101,0.5123558484349259
Player2,29,0.5115131578947368
